user,deposit_attempts,sucess_deposit_attempts,num_cards,num_cards_success,first_deposit,last_deposit,deposit_sucess_ratio,deposit_time_delta,signup_time_delta,calls,docs_uploaded,docs_approved,approval_rate,sales_view,conversion_owner,sales_agent,account_create_on_date,country_name,tag,channel,ava_business,profile_state,num_closed_trade
14945059,3,1,1,1,30:17.2,30:17.2,0.333333333,0,1,0,4,2,0.5,1,AvaFX Customer Service,0,26:05.4,Italy,avafx,Default,Italian,PROFILE_STATE_ARCHIVED,0
14712934,1,1,1,1,46:01.7,46:01.7,1,0,0,1,2,2,1,1,Ema Hadar,1,33:55.1,United Kingdom,112588,Affiliates,United Kingdom,PROFILE_STATE_FULL,20
13736148,1,1,1,1,29:37.5,29:37.5,1,0,377,3,3,2,0.666666667,0,Dario Tache,1,07:22.1,Mexico,112332,Affiliates,Latam,PROFILE_STATE_FULL,53
14645555,1,1,1,1,59:15.1,59:15.1,1,0,28,0,10,10,1,1,Oren Azoulay,1,14:19.8,Israel,67698,Affiliates,Ext. Atrade,PROFILE_STATE_FULL,0
14612429,1,1,1,1,25:05.2,25:05.2,1,0,3,3,2,2,1,1,Michel Cohen,1,36:21.7,France,75413,Affiliates,French,PROFILE_STATE_ARCHIVED,22
14839876,1,1,1,1,44:32.6,44:32.6,1,0,6,1,2,2,1,1,Vittorio Astrologo,1,02:55.4,Italy,186561,Affiliates,Italian,PROFILE_STATE_FULL,25
14582966,4,2,1,1,15:52.5,16:49.3,0.5,5,0,0,5,5,1,0,AvaFX Customer Service,0,39:36.1,Uzbekistan,184419,Affiliates,Russian,PROFILE_STATE_FULL,62
14530268,23,12,3,3,49:59.4,26:06.6,0.52173913,50,3,10,4,2,0.5,1,Arina Knysh,1,02:34.5,Uzbekistan,avafx,Default,Russian,PROFILE_STATE_FULL,494
14551639,1,1,1,1,20:39.2,20:39.2,1,0,37,3,4,2,0.5,1,Teddy Orenstein,1,59:28.8,Germany,equation_de_search_nonbrand,SEM,German,PROFILE_STATE_FULL,12
14577798,2,1,1,1,34:21.5,34:21.5,0.5,0,79,0,6,2,0.333333333,0,AvaFX Customer Service,0,19:42.0,Italy,172791,Affiliates,Italian,PROFILE_STATE_FULL,25
15180132,5,4,1,1,55:59.1,10:29.4,0.8,7,9,0,0,0,0,1,AD Unassigned,0,00:45.9,Bahamas,37063,Affiliates,English,PROFILE_STATE_FULL,137
14802051,6,5,1,1,06:54.8,29:46.3,0.833333333,38,1,2,2,2,1,1,Dana Pavlova,1,38:11.1,South Africa,86776,SEO,South Africa,PROFILE_STATE_FULL,198
14554449,1,1,1,1,56:45.9,56:45.9,1,0,2,4,0,0,0,1,Borislav Valeriev Hristov,1,46:01.8,South Africa,113841,Affiliates,South Africa,PROFILE_STATE_LIMITED,0
14339317,3,3,1,1,49:21.8,17:08.9,1,198,78,0,2,2,1,1,AvaFX Customer Service,0,29:32.6,Mongolia,160809,Affiliates,Ext. Mongolia,PROFILE_STATE_FULL,62
14557491,1,1,1,1,12:23.1,12:23.1,1,0,3,3,2,2,1,1,Giuseppe Moscato,1,50:33.9,Italy,178505,Affiliates,Italian,PROFILE_STATE_FULL,18
14600402,7,4,1,1,37:37.4,44:00.0,0.571428571,22,2,0,4,4,1,1,AvaFX Customer Service,0,58:09.0,Singapore,184843,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,95
14706023,4,1,1,1,29:18.8,29:18.8,0.25,0,9,5,4,2,0.5,1,Arina Knysh,1,48:34.2,Kazakhstan,avafx,Default,Ext. Kazakhstan,PROFILE_STATE_FULL,0
15639084,2,1,2,1,06:55.6,06:55.6,0.5,0,6,1,4,3,0.75,0,Ron Harari,1,35:29.4,South Africa,192260,Affiliates,South Africa,PROFILE_STATE_FULL,285
14705496,4,1,2,1,12:16.0,12:16.0,0.25,0,92,7,2,2,1,1,Michel Cohen,1,21:17.9,"Congo, The Democratic Republic of the",avafx,Default,French,PROFILE_STATE_FULL,3
15581631,1,1,1,1,33:08.8,33:08.8,1,0,38,3,7,2,0.285714286,1,Jacob Hannah,1,30:36.7,Algeria,avafx,Default,French,PROFILE_STATE_FULL,2
11971144,1,1,1,1,27:29.7,27:29.7,1,0,1115,2,5,1,0.2,1,Borislav Valeriev Hristov,1,09:41.4,Tanzania,25721,Affiliates,English,PROFILE_STATE_FULL,124
14971797,3,1,2,1,53:27.7,53:27.7,0.333333333,0,0,4,2,2,1,0,AvaFX Customer Service,0,18:31.3,Peru,20711a59,Affiliates,Latam,PROFILE_STATE_FULL,290
14829051,1,1,1,1,17:01.0,17:01.0,1,0,17,13,9,2,0.222222222,1,Jacob Hannah,1,43:19.9,United Arab Emirates,125322,Affiliates,Ext. Abu Dhabi,PROFILE_STATE_FULL,61
15699916,2,1,2,1,52:21.6,52:21.6,0.5,0,22,14,10,8,0.8,1,Vlad Lebeodkin,1,04:36.1,South Africa,86776,SEO,South Africa,PROFILE_STATE_FULL,0
14676865,2,1,2,1,18:41.0,18:41.0,0.5,0,17,3,3,2,0.666666667,1,Hazem Habeballah,1,28:32.7,United Arab Emirates,181109,Affiliates,Arabic,PROFILE_STATE_FULL,48
14919945,4,3,1,1,05:43.2,03:11.6,0.75,82,82,0,9,2,0.222222222,1,AD Unassigned,0,05:12.1,United Arab Emirates,fusionpartners_google_search_nonbrand_uae,SEM,Arabic,PROFILE_STATE_FULL,392
15433201,2,1,1,1,10:33.0,10:33.0,0.5,0,2,1,2,2,1,0,Ariel Cohen,1,19:07.0,Peru,20711a59,Affiliates,Latam,PROFILE_STATE_FULL,406
14732282,5,4,1,1,31:49.3,31:37.2,0.8,32,7,1,12,8,0.666666667,1,Alev Nazli,1,43:12.8,Canada,fusionpartners_google_ca_search_brand1,SEM,Canada,PROFILE_STATE_FULL,701
14736347,9,8,2,2,03:37.7,23:11.0,0.888888889,166,0,4,3,2,0.666666667,1,Vincent Krupkin,1,21:59.4,United Kingdom,66546,Media Buying,United Kingdom,PROFILE_STATE_FULL,2582
15528090,12,5,4,1,15:41.0,29:48.0,0.416666667,72,0,3,4,2,0.5,0,Pelin YenerSales,1,52:25.8,Turkey,189914,Affiliates,English,PROFILE_STATE_FULL,272
15641875,3,1,2,1,28:45.6,28:45.6,0.333333333,0,0,0,3,3,1,0,Simone Spinelli,1,22:03.5,Italy,166263,Affiliates,Italian,PROFILE_STATE_FULL,253
14889971,5,1,2,1,34:20.4,34:20.4,0.2,0,13,0,2,2,1,1,AvaFX Customer Service,0,45:02.9,Mongolia,160809,Affiliates,Ext. Mongolia,PROFILE_STATE_FULL,5
14986971,1,1,1,1,07:11.5,07:11.5,1,0,5,2,3,3,1,1,Dario Tache,1,10:19.4,Spain,fusionpartners_google_es_search_nonbrand,SEM,Spain,PROFILE_STATE_FULL,70
14536153,10,8,1,1,59:15.4,49:26.8,0.8,143,0,1,6,3,0.5,1,AD Unassigned,0,32:44.9,United Arab Emirates,fusionpartners_google_search_brand_uae,SEM,Arabic,PROFILE_STATE_FULL,286
15123284,8,3,2,1,57:11.2,10:13.7,0.375,74,12,1,2,2,1,1,Arnold Eligado,1,23:39.7,Pakistan,86776,SEO,English,PROFILE_STATE_FULL,55
15565048,1,1,1,1,34:08.7,34:08.7,1,0,3,2,3,2,0.666666667,1,Danail Panov,1,02:14.6,United Kingdom,bing_uk_search_nonbrand,SEM,United Kingdom,PROFILE_STATE_FULL,0
15551231,1,1,1,1,12:56.1,12:56.1,1,0,0,0,5,3,0.6,0,AvaFX Customer Service,0,53:38.0,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,29
14682262,1,1,1,1,47:24.5,47:24.5,1,0,1,3,2,2,1,1,Alev Nazli,1,23:09.2,United Kingdom,112588,Affiliates,United Kingdom,PROFILE_STATE_FULL,6
14740307,1,1,1,1,50:47.0,50:47.0,1,0,0,1,2,2,1,1,Tsvetan Metodiev Petrov,1,56:33.6,United Kingdom,86776,SEO,United Kingdom,PROFILE_STATE_FULL,12
14839307,2,2,1,1,59:43.9,51:02.4,1,11,0,0,2,2,1,1,AvaFX Customer Service,0,51:38.9,United Arab Emirates,165240,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,15
14545237,10,9,2,2,24:06.3,29:34.0,0.9,63,14,4,2,2,1,0,Moise Elie Cohen,1,30:13.8,Mexico,126295,Affiliates,Latam,PROFILE_STATE_FULL,359
14683250,1,1,1,1,40:19.0,40:19.0,1,0,0,0,0,0,0,1,AD Unassigned,0,47:53.2,South Africa,86776,SEO,South Africa,PROFILE_STATE_LIMITED,43
14685970,2,2,1,1,12:36.6,39:43.6,1,6,0,2,0,0,0,1,Milan Thomas,1,59:28.1,South Africa,fusionpartners_google_za_search_brand,SEM,South Africa,PROFILE_STATE_LIMITED,69
14623307,1,1,1,1,36:17.0,36:17.0,1,0,0,1,5,2,0.4,1,Daniel Krastev,1,43:23.6,South Africa,65216,Media Buying,South Africa,PROFILE_STATE_FULL,7
14601757,5,5,1,1,19:06.0,10:45.9,1,37,1,2,2,2,1,1,AvaFX Customer Service,0,59:47.9,France,138834,Affiliates,French,PROFILE_STATE_FULL,21
12369925,8,2,2,1,21:50.7,11:18.9,0.25,1,789,0,0,0,0,1,AvaFX Customer Service,0,41:45.8,Kenya,37063,Affiliates,English,PROFILE_STATE_BLACKLIST,0
14867847,2,2,1,1,23:22.8,41:25.3,1,1,0,0,2,1,0.5,1,AD Unassigned,0,26:02.2,Palestine,181195,Affiliates,Arabic,PROFILE_STATE_LIMITED,1
14459693,11,1,2,1,50:05.8,50:05.8,0.090909091,0,152,0,0,0,0,1,AD Unassigned,0,29:35.1,Jordan,86776,SEO,Arabic,PROFILE_STATE_LIMITED,29
14932046,1,1,1,1,16:39.2,16:39.2,1,0,0,0,3,2,0.666666667,1,AvaFX Customer Service,0,34:58.2,United Arab Emirates,86776,SEO,Arabic,PROFILE_STATE_FULL,17
14596731,1,1,1,1,42:36.9,42:36.9,1,0,22,4,4,2,0.5,1,Michel Cohen,1,17:46.5,France,avafx,Default,French,PROFILE_STATE_FULL,14
14584505,1,1,1,1,44:34.0,44:34.0,1,0,191,2,5,2,0.4,1,Alexander Avksentiev,1,03:15.6,Spain,avafx,Default,Spain,PROFILE_STATE_FULL,22
15583281,1,1,1,1,14:36.7,14:36.7,1,0,1,1,2,2,1,1,Michel Cohen,1,40:38.8,France,189704,Affiliates,French,PROFILE_STATE_FULL,1
15604984,16,4,4,1,04:37.3,35:26.3,0.25,1,1,0,6,2,0.333333333,1,AvaFX Customer Service,0,41:49.4,United Arab Emirates,uac_fusion_gcc_1,SEM,Arabic,PROFILE_STATE_BLACKLIST,0
15599687,3,1,1,1,07:52.4,07:52.4,0.333333333,0,0,1,4,3,0.75,1,Vittorio Astrologo,1,46:56.9,Italy,uac_equation_it,SEM,Italian,PROFILE_STATE_FULL,5
15187115,3,3,1,1,11:54.4,09:30.4,1,26,1,1,11,4,0.363636364,0,Moshe Benhamu,1,55:03.8,Peru,75317,Affiliates,Latam,PROFILE_STATE_FULL,105
15521529,7,3,2,1,14:22.8,07:52.4,0.428571429,4,0,0,2,2,1,0,Vlad Lebeodkin,1,53:30.7,Singapore,189865,Affiliates,English,PROFILE_STATE_FULL,160
14497303,7,4,2,2,27:18.0,19:24.2,0.571428571,109,74,2,6,2,0.333333333,1,Giuseppe Moscato,1,48:28.8,Italy,equation_it_search_brand,SEM,Italian,PROFILE_STATE_FULL,706
15315107,1,1,1,1,20:02.2,20:02.2,1,0,0,0,2,2,1,1,AD Unassigned,0,31:39.8,Spain,112588,Affiliates,Spain,PROFILE_STATE_ARCHIVED,15
13196877,16,4,2,1,48:29.2,17:41.8,0.25,42,571,8,4,2,0.5,1,AD Unassigned,0,17:07.4,France,86776,SEO,French,PROFILE_STATE_FULL,409
15397803,2,1,2,1,45:58.9,45:58.9,0.5,0,8,1,10,2,0.2,1,Hazem Habeballah,1,06:12.6,Saudi Arabia,avafx,Default,Arabic,PROFILE_STATE_FULL,45
14894388,1,1,1,1,34:00.5,34:00.5,1,0,13,0,2,2,1,0,AvaFX Customer Service,0,30:20.1,United Arab Emirates,185324,Affiliates,Arabic,PROFILE_STATE_FULL,10
14523640,4,4,1,1,32:07.0,05:12.0,1,1,0,0,2,1,0.5,0,AvaFX Customer Service,0,41:48.3,Costa Rica,112332,Affiliates,Latam,PROFILE_STATE_BLACKLIST,0
15262978,1,1,1,1,29:22.2,29:22.2,1,0,62,3,5,3,0.6,1,Anton Yordanov,1,40:50.5,Colombia,30463,Affiliates,Latam,PROFILE_STATE_FULL,210
14280618,3,2,1,1,26:44.5,36:10.8,0.666666667,22,119,0,3,3,1,1,Alev Nazli,1,20:55.1,Sweden,86776,SEO,English,PROFILE_STATE_FULL,73
15587957,1,1,1,1,01:28.8,01:28.8,1,0,12,0,2,2,1,1,AD Unassigned,0,47:51.7,Venezuela,86776,SEO,Latam,PROFILE_STATE_FULL,34
13834548,5,1,2,1,23:04.8,23:04.8,0.2,0,252,3,2,2,1,1,Alev Nazli,1,38:09.5,United Kingdom,86776,SEO,United Kingdom,PROFILE_STATE_FULL,17
14888835,1,1,1,1,23:32.4,23:32.4,1,0,170,1,2,2,1,1,Michel Cohen,1,03:21.3,France,avafx,Default,French,PROFILE_STATE_FULL,0
15595367,1,1,1,1,36:59.1,36:59.1,1,0,2,1,7,2,0.285714286,1,Ron Harari,1,55:44.1,Denmark,60043,Affiliates,English,PROFILE_STATE_FULL,16
15693796,1,1,1,1,53:33.1,53:33.1,1,0,3,0,2,2,1,1,Hank Kaboub,1,04:29.3,South Africa,avafx,Default,South Africa,PROFILE_STATE_FULL,0
15108212,6,4,1,1,00:30.4,01:13.5,0.666666667,29,0,2,2,2,1,1,Alexander Avksentiev,1,16:38.6,Colombia,189725,Affiliates,Latam,PROFILE_STATE_FULL,319
14994736,1,1,1,1,40:44.1,40:44.1,1,0,3,0,9,2,0.222222222,1,AD Unassigned,0,47:54.4,Croatia,169939,Affiliates,English,PROFILE_STATE_FULL,34
14671067,1,1,1,1,00:14.6,00:14.6,1,0,0,1,6,2,0.333333333,1,AvaFX Customer Service,0,44:46.9,Chile,86776,SEO,Latam,PROFILE_STATE_FULL,27
14883261,1,1,1,1,47:44.4,47:44.4,1,0,9,0,3,2,0.666666667,1,AD Unassigned,0,29:37.2,United Arab Emirates,86776,SEO,Arabic,PROFILE_STATE_LIMITED,0
14726362,7,1,1,1,26:13.7,26:13.7,0.142857143,0,168,1,5,3,0.6,1,AD Unassigned,0,31:09.7,Hungary,avafx,Default,English,PROFILE_STATE_FULL,21
15754868,1,1,1,1,56:32.2,56:32.2,1,0,4,0,4,2,0.5,1,Hazem Habeballah,1,46:39.1,United Arab Emirates,190643,Affiliates,Arabic,PROFILE_STATE_FULL,0
14557423,2,2,2,2,59:08.7,47:27.4,1,67,226,2,3,2,0.666666667,1,Michel Cohen,1,25:36.5,France,avafx,Default,French,PROFILE_STATE_FULL,29
15404441,7,7,1,1,57:56.4,08:23.9,1,80,9,1,2,2,1,1,Bogdan Mario Hristov,1,41:57.3,South Africa,fusionpartners_google_za_search_nonbrand,SEM,South Africa,PROFILE_STATE_FULL,797
15380273,1,1,1,1,43:44.8,43:44.8,1,0,0,2,0,0,0,1,AvaFX Customer Service,0,36:47.3,Chile,fusionpartners_google_latam_search_brand,SEM,Latam,PROFILE_STATE_LIMITED,60
11389618,1,1,1,1,23:14.5,23:14.5,1,0,1295,0,23,23,1,1,Motti Nevifor,1,58:02.7,Israel,86776,SEO,Ext. Atrade,PROFILE_STATE_FULL,322
13760244,1,1,1,1,22:45.6,22:45.6,1,0,520,5,2,2,1,1,AD Unassigned,0,31:52.5,Ecuador,avafx,SEO,Latam,PROFILE_STATE_FULL,419
14766389,4,4,1,1,36:11.0,38:46.1,1,48,122,0,9,8,0.888888889,1,Alev Nazli,1,07:07.0,Canada,fusionpartners_google_ca_search_nonbrand1,SEM,Canada,PROFILE_STATE_FULL,718
14675181,111,94,6,6,44:51.8,48:45.9,0.846846847,230,2,6,5,3,0.6,1,Jacob Hannah,1,54:08.3,United Arab Emirates,125322,Affiliates,Ext. Abu Dhabi,PROFILE_STATE_FULL,2165
15257742,1,1,1,1,29:10.2,29:10.2,1,0,19,0,3,2,0.666666667,0,AvaFX Customer Service,0,16:07.5,Ecuador,188826,Affiliates,Ext. Chile,PROFILE_STATE_FULL,122
14641262,12,3,3,2,26:15.4,24:35.1,0.25,44,53,3,5,2,0.4,1,Hazem Habeballah,1,04:03.4,Iraq,86776,SEO,Arabic,PROFILE_STATE_FULL,28
15396951,1,1,1,1,00:39.2,00:39.2,1,0,0,0,2,2,1,0,Davide Modigliani,1,39:11.7,Italy,181445,Affiliates,Ext. Milano,PROFILE_STATE_FULL,0
15013126,1,1,1,1,26:55.9,26:55.9,1,0,0,0,0,0,0,1,AvaFX Customer Service,0,21:31.6,Djibouti,avafx,Default,French,PROFILE_STATE_LIMITED,0
15034346,2,1,1,1,55:25.0,55:25.0,0.5,0,2,2,2,2,1,1,Georgi Tuparov,1,47:42.8,South Africa,113841,Affiliates,South Africa,PROFILE_STATE_FULL,136
14867776,1,1,1,1,57:16.5,57:16.5,1,0,21,4,4,3,0.75,1,Alexander Avksentiev,1,57:50.7,Peru,avafx,Default,Latam,PROFILE_STATE_FULL,12
15574895,1,1,1,1,51:02.4,51:02.4,1,0,0,2,10,3,0.3,1,AvaFX Customer Service,0,44:44.5,Switzerland,185449,Affiliates,German,PROFILE_STATE_FULL,85
14888373,2,1,1,1,39:52.9,39:52.9,0.5,0,7,0,4,2,0.5,1,Dominik Baldowski,1,44:45.0,Poland,OldTagCampaign,Affiliates,Ext. Poland,PROFILE_STATE_FULL,31
14295636,1,1,1,1,30:23.3,30:23.3,1,0,397,4,0,0,0,1,AD Unassigned,0,51:11.7,South Africa,fusionpartners_google_za_search_nonbrand,SEM,South Africa,PROFILE_STATE_LIMITED,0
15540296,2,2,1,1,58:36.1,50:00.0,1,7,0,0,4,2,0.5,0,AvaFX Customer Service,0,29:54.6,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,23
15662277,4,4,1,1,40:48.4,36:40.4,1,29,0,3,3,2,0.666666667,1,Giuseppe Moscato,1,15:11.4,Italy,avafx,Default,Italian,PROFILE_STATE_FULL,99
14784822,1,1,1,1,33:14.6,33:14.6,1,0,98,1,0,0,0,1,AvaFX Customer Service,0,03:27.4,United Arab Emirates,117349,Affiliates,Arabic,PROFILE_STATE_LIMITED,0
14662585,5,1,4,1,53:54.6,53:54.6,0.2,0,2,2,4,3,0.75,0,AvaFX Customer Service,0,21:52.7,Mexico,184945,Affiliates,Latam,PROFILE_STATE_FULL,29
14621583,2,1,1,1,53:29.5,53:29.5,0.5,0,35,0,3,2,0.666666667,1,Hank Kaboub,1,27:57.9,Singapore,86776,SEO,English,PROFILE_STATE_FULL,58
14715555,1,1,1,1,17:05.0,17:05.0,1,0,2,0,6,2,0.333333333,1,Arnold Eligado,1,26:30.1,Bosnia and Herzegovina,avafx,Default,English,PROFILE_STATE_FULL,25
14664618,1,1,1,1,05:59.4,05:59.4,1,0,1,0,18,1,0.055555556,1,AD Unassigned,0,24:57.1,Namibia,avafx,Default,English,PROFILE_STATE_LIMITED,0
14911676,24,3,2,1,49:57.9,39:13.1,0.125,2,2,2,34,2,0.058823529,1,AD Unassigned,0,47:06.9,Namibia,avafx,Default,English,PROFILE_STATE_LIMITED,0
15416171,3,3,1,1,18:31.8,38:58.6,1,7,1,0,2,2,1,0,AD Unassigned,0,32:22.7,United Arab Emirates,191386,Affiliates,Ext. Abu Dhabi,PROFILE_STATE_FULL,134
14731059,8,4,1,1,56:32.2,15:22.1,0.5,158,0,0,4,2,0.5,1,Ross Dimitrov,1,37:25.9,Serbia,avafx,Default,English,PROFILE_STATE_FULL,249
14916962,1,1,1,1,16:29.9,16:29.9,1,0,11,0,2,2,1,1,Dominik Baldowski,1,26:20.3,Poland,112588,Affiliates,Ext. Poland,PROFILE_STATE_ARCHIVED,0
14843786,2,1,1,1,13:40.0,13:40.0,0.5,0,10,1,3,2,0.666666667,1,Dominik Baldowski,1,33:20.9,Poland,OldTagCampaign,Affiliates,Ext. Poland,PROFILE_STATE_FULL,82
14597118,1,1,1,1,33:42.9,33:42.9,1,0,1,1,2,2,1,0,AvaFX Customer Service,0,42:13.1,Panama,112332,Affiliates,Latam,PROFILE_STATE_ARCHIVED,9
14595019,2,1,1,1,25:36.8,25:36.8,0.5,0,0,1,2,2,1,0,AvaFX Customer Service,0,49:56.8,Poland,133369,Affiliates,Ext. Poland,PROFILE_STATE_FULL,16
14675949,1,1,1,1,49:04.8,49:04.8,1,0,0,1,4,2,0.5,1,Emil Krastev,1,33:56.2,Serbia,169939,Affiliates,English,PROFILE_STATE_FULL,48
14614964,4,2,1,1,36:53.7,11:50.2,0.5,1,220,65,3,2,0.666666667,0,Franck Benhamou,1,35:27.8,Guadeloupe,62034,Affiliates,French,PROFILE_STATE_FULL,215
15010292,1,1,1,1,32:26.2,32:26.2,1,0,0,3,2,2,1,1,Vincent Krupkin,1,41:26.8,United Kingdom,179978,Affiliates,United Kingdom,PROFILE_STATE_FULL,118
15730156,1,1,1,1,57:43.0,57:43.0,1,0,1,3,2,2,1,1,Ema Hadar,1,38:39.2,United Kingdom,192264,Affiliates,United Kingdom,PROFILE_STATE_FULL,3
15537720,1,1,1,1,54:58.8,54:58.8,1,0,0,0,2,2,1,0,AvaFX Customer Service,0,34:29.6,Serbia,asforex,Affiliates,English,PROFILE_STATE_FULL,56
15592401,3,2,2,2,48:26.7,15:07.6,0.666666667,35,2,0,4,2,0.5,0,AvaFX Customer Service,0,37:31.4,Mexico,152208,Affiliates,Latam,PROFILE_STATE_FULL,54
15248412,6,4,1,1,50:29.4,55:15.2,0.666666667,6,5,0,2,2,1,1,AD Unassigned,0,20:36.1,Sweden,86776,SEO,English,PROFILE_STATE_FULL,59
10277937,10,4,6,2,55:42.4,37:59.9,0.4,119,1861,0,3,2,0.666666667,1,Dario Tache,1,18:21.4,Venezuela,44532,Media Buying,Latam,PROFILE_STATE_FULL,758
14670885,26,5,2,2,59:48.8,51:48.2,0.192307692,126,0,7,5,3,0.6,0,AvaFX Customer Service,0,59:31.9,Uruguay,126295,Affiliates,Latam,PROFILE_STATE_FULL,226
14707031,40,10,2,1,44:54.3,05:06.6,0.25,79,0,0,7,2,0.285714286,1,AvaFX Customer Service,0,38:11.6,Turkey,asa_app,SEM,English,PROFILE_STATE_FULL,1019
14449327,5,5,1,1,09:01.6,31:53.8,1,68,82,1,3,2,0.666666667,1,AD Unassigned,0,17:44.3,India,86776,SEO,English,PROFILE_STATE_FULL,67
14676669,16,12,2,2,34:36.0,57:58.6,0.75,65,1,2,4,2,0.5,1,Atmar Nazam Yasin,1,46:39.7,United Arab Emirates,fusionpartners_google_search_nonbrand_uae,SEM,Arabic,PROFILE_STATE_FULL,196
14811044,16,9,1,1,26:43.2,17:13.1,0.5625,157,41,4,5,2,0.4,1,Arina Knysh,1,51:12.0,Georgia,86776,SEO,Russian,PROFILE_STATE_FULL,48
14695677,31,17,6,3,34:50.1,52:30.4,0.548387097,134,6,0,10,8,0.8,1,Choy Leng Yap,1,36:35.7,Malaysia,87336,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,1157
15606938,3,2,1,1,30:48.0,03:50.9,0.666666667,37,16,2,13,3,0.230769231,1,Teddy Orenstein,1,33:36.3,Germany,1895,Affiliates,German,PROFILE_STATE_FULL,261
14503503,8,3,3,1,41:11.5,09:12.3,0.375,197,115,4,15,8,0.533333333,1,David Slomczynski Sales,1,18:13.4,Canada,14818,Affiliates,Canada,PROFILE_STATE_FULL,1026
14889299,2,2,1,1,09:16.8,45:28.8,1,89,61,3,2,2,1,1,Jacob Hannah,1,54:57.0,United Arab Emirates,125322,Affiliates,Ext. Abu Dhabi,PROFILE_STATE_FULL,450
14863131,12,8,4,3,44:19.5,36:05.4,0.666666667,171,3,0,3,2,0.666666667,1,AD Unassigned,0,06:05.1,United Kingdom,86776,SEO,United Kingdom,PROFILE_STATE_FULL,926
14999876,2,2,1,1,30:14.5,13:11.6,1,2,72,3,4,2,0.5,1,AD Unassigned,0,18:08.1,Cameroon,185091,Affiliates,French,PROFILE_STATE_FULL,4
15603344,19,10,2,2,56:51.1,51:22.8,0.526315789,39,3,2,2,2,1,1,Milan Thomas,1,39:47.5,Singapore,191020,Affiliates,Ext. Poland,PROFILE_STATE_FULL,632
15255004,24,21,1,1,31:14.0,13:58.4,0.875,43,57,1,8,2,0.25,1,Arina Knysh,1,14:17.0,Uzbekistan,86776,SEO,Russian,PROFILE_STATE_FULL,456
15634832,2,2,1,1,39:40.2,33:32.6,1,4,0,1,2,2,1,1,AvaFX Customer Service,0,24:14.0,Mexico,119844,Affiliates,Latam,PROFILE_STATE_FULL,13
14587234,40,34,4,4,13:15.0,49:54.9,0.85,49,0,8,2,2,1,1,Hazem Habeballah,1,36:21.6,Jordan,avafx,Default,Arabic,PROFILE_STATE_FULL,187
15324219,1,1,1,1,37:44.2,37:44.2,1,0,9,0,6,2,0.333333333,1,AvaFX Customer Service,0,57:53.9,Germany,1895,Affiliates,German,PROFILE_STATE_FULL,0
15608359,2,2,1,1,09:08.1,11:25.4,1,13,0,0,7,2,0.285714286,0,AvaFX Customer Service,0,55:42.4,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,146
14377437,2,1,1,1,28:59.3,28:59.3,0.5,0,90,7,3,2,0.666666667,1,Michel Cohen,1,54:24.9,France,111876,Affiliates,French,PROFILE_STATE_FULL,506
15585983,4,3,1,1,55:22.4,14:15.3,0.75,52,4,1,2,2,1,1,AD Unassigned,0,45:19.2,United Kingdom,86776,SEO,United Kingdom,PROFILE_STATE_FULL,11
15698080,1,1,1,1,17:58.7,17:58.7,1,0,2,0,8,2,0.25,1,Jacob Hannah,1,13:41.0,Bahrain,182884,Affiliates,Arabic,PROFILE_STATE_FULL,117
14569833,9,7,2,2,32:12.6,47:38.3,0.777777778,247,15,5,2,2,1,1,Michel Cohen,1,43:27.2,"Congo, The Democratic Republic of the",165056,Affiliates,French,PROFILE_STATE_FULL,873
15566399,9,4,1,1,46:09.9,01:00.2,0.444444444,1,4,0,2,2,1,0,AvaFX Customer Service,0,53:33.6,Colombia,176934,Affiliates,Latam,PROFILE_STATE_FULL,638
15253770,38,22,2,1,32:58.2,07:18.7,0.578947368,109,0,0,3,2,0.666666667,0,AvaFX Customer Service,0,07:10.8,Bahamas,188233,Affiliates,English,PROFILE_STATE_FULL,1406
14909690,1,1,1,1,57:37.8,57:37.8,1,0,0,2,2,2,1,0,AvaFX Customer Service,0,28:14.1,United Kingdom,140148,Affiliates,United Kingdom,PROFILE_STATE_FULL,82
11280019,12,1,4,1,05:49.4,05:49.4,0.083333333,0,1351,4,2,2,1,1,AvaFX Customer Service,0,07:29.1,South Africa,86776,SEO,South Africa,PROFILE_STATE_FULL,1449
10746100,1,1,1,1,07:50.6,07:50.6,1,0,1434,0,2,2,1,1,Alev Nazli,1,37:20.2,South Africa,86406,Affiliates,South Africa,PROFILE_STATE_FULL,348
13504700,24,11,4,3,15:17.8,35:51.6,0.458333333,262,374,178,0,0,0,1,Stephane Layani,1,54:54.0,France,86776,SEO,French,PROFILE_STATE_FULL,685
14837770,4,2,1,1,01:05.8,27:44.2,0.5,47,0,0,5,4,0.8,1,AvaFX Customer Service,0,35:22.9,Poland,182641campaign4,Affiliates,Ext. Poland,PROFILE_STATE_ARCHIVED,30
15712037,1,1,1,1,55:53.5,55:53.5,1,0,0,0,3,2,0.666666667,0,AvaFX Customer Service,0,40:08.4,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,131
