user,deposit_attempts,sucess_deposit_attempts,num_cards,num_cards_success,first_deposit,last_deposit,deposit_sucess_ratio,deposit_time_delta,signup_time_delta,calls,docs_uploaded,docs_approved,approval_rate,sales_view,conversion_owner,sales_agent,account_create_on_date,country_name,tag,channel,ava_business,profile_state,num_closed_trade
14507178,1,1,1,1,08:56.4,08:56.4,1,0,66,0,0,0,0,1,Andrew Lee,1,33:38.0,"Korea, Republic of",avafx,Default,English,PROFILE_STATE_LIMITED,4
186828,3,3,1,1,25:27.9,09:06.1,1,22,2535,2,5,3,0.6,1,Alev Nazli,1,59:15.0,Namibia,avat-goog-ng-searchdesktop-investment,SEM,English,PROFILE_STATE_FULL,171
13486028,4,2,2,1,28:31.3,27:42.7,0.5,43,491,2,4,2,0.5,1,Ross Dimitrov,1,10:36.4,Sweden,redboxmobile_asa,SEM,English,PROFILE_STATE_FULL,2
15353527,2,1,1,1,31:58.3,31:58.3,0.5,0,1,0,2,2,1,1,AvaFX Customer Service,0,17:02.2,Poland,188325,Affiliates,Ext. Poland,PROFILE_STATE_FULL,566
15005918,1,1,1,1,59:01.4,59:01.4,1,0,61,2,3,2,0.666666667,1,Aleksandar Mirchevski,1,44:20.2,South Africa,bing_za_search_nonbrand,SEM,South Africa,PROFILE_STATE_FULL,38
15349581,12,10,1,1,14:50.1,32:03.0,0.833333333,15,0,0,5,2,0.4,1,AvaFX Customer Service,0,41:19.8,Poland,146903,Affiliates,Ext. Poland,PROFILE_STATE_ARCHIVED,32
14547370,2,2,1,1,27:21.4,37:54.8,1,0,0,0,0,0,0,1,AvaFX Customer Service,0,23:22.7,Qatar,avafx,Default,Arabic,PROFILE_STATE_LIMITED,12
14522002,1,1,1,1,29:07.5,29:07.5,1,0,18,2,6,1,0.166666667,1,Hazem Habeballah,1,31:00.0,Palestine,135210,Affiliates,Arabic,PROFILE_STATE_LIMITED,9
14524468,1,1,1,1,45:50.0,45:50.0,1,0,0,0,2,2,1,1,AD Unassigned,0,38:21.3,South Africa,avafx,Default,South Africa,PROFILE_STATE_FULL,13
14452054,2,2,1,1,54:44.4,39:39.6,1,20,106,1,3,2,0.666666667,1,AD Unassigned,0,06:16.8,South Africa,fusionpartners_google_za_search_nonbrand,SEM,South Africa,PROFILE_STATE_FULL,5
15410908,2,2,1,1,15:38.1,14:41.5,1,5,0,0,6,2,0.333333333,1,AvaFX Customer Service,0,49:30.2,Australia,86776,SEO,Australia,PROFILE_STATE_ARCHIVED,0
14684628,26,17,2,2,16:57.5,17:02.6,0.653846154,96,0,0,5,3,0.6,0,AvaFX Customer Service,0,00:40.2,Mexico,152208,Affiliates,Latam,PROFILE_STATE_FULL,335
15041112,1,1,1,1,43:28.7,43:28.7,1,0,0,3,2,2,1,1,Vittorio Astrologo,1,23:28.8,Italy,183439,Affiliates,Ext. Milano,PROFILE_STATE_FULL,16
14661998,8,7,1,1,58:18.3,11:22.5,0.875,69,16,4,7,3,0.428571429,1,Hazem Habeballah,1,03:36.8,Jordan,181195,Affiliates,Arabic,PROFILE_STATE_FULL,715
14981774,6,2,2,2,10:11.5,25:01.6,0.333333333,19,24,0,5,2,0.4,1,AvaFX Customer Service,0,33:21.2,Indonesia,avafx,Default,Ext. Malaysia,PROFILE_STATE_FULL,68
15449162,1,1,1,1,33:13.4,33:13.4,1,0,13,0,3,3,1,0,Moshe Benhamu,1,51:25.3,Costa Rica,168740,Affiliates,Latam,PROFILE_STATE_FULL,330
14630179,2,1,1,1,19:22.3,19:22.3,0.5,0,8,0,3,3,1,0,AvaFX Customer Service,0,17:19.9,South Africa,140148,Affiliates,South Africa,PROFILE_STATE_FULL,4
15389758,1,1,1,1,12:29.2,12:29.2,1,0,1,7,2,2,1,1,Anton Simeonov Todorov,1,56:48.2,South Africa,fusionpartners_google_za_search_nonbrand,SEM,South Africa,PROFILE_STATE_FULL,123
15086387,13,12,1,1,43:10.2,34:48.6,0.923076923,66,4,2,3,3,1,1,Arina Knysh,1,04:28.3,United Kingdom,avafx,Default,United Kingdom,PROFILE_STATE_FULL,81
14530491,10,4,2,1,29:42.1,18:23.7,0.4,0,0,1,2,1,0.5,1,AD Unassigned,0,04:05.8,South Africa,65216,Media Buying,South Africa,PROFILE_STATE_BLACKLIST,0
14727733,3,2,1,1,29:01.3,35:09.6,0.666666667,26,0,0,3,2,0.666666667,1,AvaFX Customer Service,0,19:57.4,Singapore,151176,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,12
14993434,1,1,1,1,10:41.0,10:41.0,1,0,1,0,4,1,0.25,1,Moise Elie Cohen,1,28:27.5,Mozambique,86776,SEO,Latam,PROFILE_STATE_LIMITED,194
14735996,1,1,1,1,54:44.6,54:44.6,1,0,6,2,6,5,0.833333333,1,Alev Nazli,1,19:48.5,Switzerland,86776,SEO,German,PROFILE_STATE_FULL,0
13277721,6,5,2,2,16:48.1,07:54.2,0.833333333,15,471,3,4,2,0.5,1,AD Unassigned,0,06:09.3,South Africa,fusionpartners_google_za_search_brand,SEM,South Africa,PROFILE_STATE_FULL,35
14524235,1,1,1,1,53:28.1,53:28.1,1,0,0,0,3,3,1,1,Daniel Krastev,1,47:07.0,South Africa,183337,Affiliates,South Africa,PROFILE_STATE_FULL,60
14913404,1,1,1,1,25:47.3,25:47.3,1,0,0,1,2,2,1,0,Alexandra Marin,1,08:46.1,Colombia,188425,Affiliates,Latam,PROFILE_STATE_FULL,211
10134349,4,1,1,1,10:45.7,10:45.7,0.25,0,1858,0,6,2,0.333333333,1,AD Unassigned,0,57:49.0,United Kingdom,66920,Affiliates,United Kingdom,PROFILE_STATE_FULL,29
14531570,1,1,1,1,23:42.2,23:42.2,1,0,4,3,17,4,0.235294118,0,Moshe Benhamu,1,43:20.6,Colombia,181232,Affiliates,Latam,PROFILE_STATE_FULL,69
14860146,30,22,2,1,30:38.1,06:57.1,0.733333333,123,0,1,4,2,0.5,1,AD Unassigned,0,33:25.0,Bahamas,avafx,Default,English,PROFILE_STATE_FULL,1550
15550619,1,1,1,1,04:27.5,04:27.5,1,0,0,0,5,2,0.4,1,AvaFX Customer Service,0,43:40.4,United Arab Emirates,125322,Affiliates,Ext. Abu Dhabi,PROFILE_STATE_FULL,20
15259983,1,1,1,1,15:48.2,15:48.2,1,0,0,0,5,2,0.4,0,AvaFX Customer Service,0,36:40.2,Peru,112332,Affiliates,Latam,PROFILE_STATE_FULL,45
15039603,1,1,1,1,07:16.4,07:16.4,1,0,5,3,6,2,0.333333333,1,Yovan Rechovski,1,10:52.4,United Kingdom,185503,Affiliates,United Kingdom,PROFILE_STATE_FULL,39
15074253,1,1,1,1,08:24.2,08:24.2,1,0,0,0,5,2,0.4,1,AvaFX Customer Service,0,39:13.9,Poland,86776,SEO,Ext. Poland,PROFILE_STATE_FULL,3
15386830,1,1,1,1,33:01.2,33:01.2,1,0,1,1,4,2,0.5,1,Hank Kaboub,1,23:28.4,United Kingdom,188075,Affiliates,United Kingdom,PROFILE_STATE_FULL,2
14529590,1,1,1,1,14:07.4,14:07.4,1,0,1,2,4,2,0.5,1,AD Unassigned,0,30:36.8,France,111876,Affiliates,French,PROFILE_STATE_FULL,79
14737314,8,8,1,1,33:54.8,58:34.7,1,110,8,4,2,2,1,1,Nadra Jokhadar,1,53:43.5,United Arab Emirates,fusionpartners_google_search_nonbrand_uae,SEM,Arabic,PROFILE_STATE_FULL,1317
14593467,2,2,1,1,02:15.3,20:54.0,1,0,1,2,7,3,0.428571429,1,Atmar Nazam Yasin,1,44:33.7,Palestine,2218,Affiliates,Arabic,PROFILE_STATE_FULL,13
14545114,1,1,1,1,51:41.7,51:41.7,1,0,0,0,3,3,1,1,AvaFX Customer Service,0,38:55.8,France,111876,Affiliates,French,PROFILE_STATE_FULL,0
15280749,2,2,1,1,03:10.0,09:06.3,1,0,22,2,16,10,0.625,1,Alev Nazli,1,47:56.3,Canada,bing_ca_search_brand1,SEM,Canada,PROFILE_STATE_FULL,1
13607168,7,1,2,1,03:17.6,03:17.6,0.142857143,0,609,0,4,2,0.5,1,AD Unassigned,0,21:00.1,South Africa,115116,Affiliates,South Africa,PROFILE_STATE_FULL,1270
15103051,357,174,5,5,06:56.0,15:18.7,0.487394958,124,3,7,3,2,0.666666667,1,AD Unassigned,0,07:24.8,Bahrain,uac_equation_uk,SEM,Arabic,PROFILE_STATE_FULL,6569
14523999,1,1,1,1,28:23.6,28:23.6,1,0,45,0,6,2,0.333333333,1,AvaFX Customer Service,0,44:58.7,Colombia,71122,Affiliates,Latam,PROFILE_STATE_FULL,135
15524076,4,1,1,1,35:34.3,35:34.3,0.25,0,25,0,2,2,1,1,Teddy Orenstein,1,54:03.1,Germany,1895,Affiliates,German,PROFILE_STATE_FULL,13
15679678,1,1,1,1,07:59.8,07:59.8,1,0,0,0,5,3,0.6,1,AvaFX Customer Service,0,46:49.3,Italy,uac_equation_it,SEM,Italian,PROFILE_STATE_FULL,53
14820016,2,2,1,1,17:31.2,16:55.1,1,11,6,1,3,3,1,1,AD Unassigned,0,51:12.4,United Kingdom,182552,Affiliates,United Kingdom,PROFILE_STATE_FULL,60
15619915,1,1,1,1,42:22.1,42:22.1,1,0,0,1,4,3,0.75,1,AvaFX Customer Service,0,26:16.5,Poland,146903,Affiliates,Ext. Poland,PROFILE_STATE_FULL,13
14640882,1,1,1,1,10:18.1,10:18.1,1,0,3,4,3,2,0.666666667,1,David Slomczynski Sales,1,20:02.5,France,avafx,Default,French,PROFILE_STATE_FULL,55
15189983,1,1,1,1,14:48.0,14:48.0,1,0,0,0,2,2,1,0,AvaFX Customer Service,0,42:21.0,Ireland,188233,Affiliates,English,PROFILE_STATE_FULL,289
15637632,1,1,1,1,21:17.0,21:17.0,1,0,2,0,5,2,0.4,1,Hazem Habeballah,1,42:31.6,United Arab Emirates,125322,Affiliates,Ext. Abu Dhabi,PROFILE_STATE_FULL,111
14876838,2,2,1,1,23:58.0,42:01.4,1,111,0,2,2,2,1,1,Dana Pavlova,1,15:15.4,United Kingdom,156597,Affiliates,United Kingdom,PROFILE_STATE_FULL,192
15761069,3,1,2,1,33:11.1,33:11.1,0.333333333,0,0,0,4,2,0.5,1,AvaFX Customer Service,0,56:53.0,Switzerland,189802,Affiliates,German,PROFILE_STATE_FULL,22
14177879,9,8,1,1,10:12.7,12:44.9,0.888888889,104,305,3,3,2,0.666666667,1,AD Unassigned,0,58:32.7,Palestine,86776,SEO,Arabic,PROFILE_STATE_FULL,211
15541221,1,1,1,1,14:14.3,14:14.3,1,0,0,1,9,2,0.222222222,1,Michel Cohen,1,26:04.7,Mayotte,86776,SEO,English,PROFILE_STATE_FULL,16
14693826,1,1,1,1,14:21.1,14:21.1,1,0,2,4,2,2,1,0,Alexander Avksentiev,1,27:15.7,Mexico,86505,Affiliates,Latam,PROFILE_STATE_FULL,8
12680745,1,1,1,1,06:40.7,06:40.7,1,0,747,0,2,2,1,1,Michel Cohen,1,13:17.8,France,25721,Affiliates,French,PROFILE_STATE_FULL,0
15020742,2,1,1,1,56:03.9,56:03.9,0.5,0,0,3,6,2,0.333333333,0,AvaFX Customer Service,0,21:05.0,Ecuador,188826,Affiliates,Ext. Chile,PROFILE_STATE_FULL,41
15255968,1,1,1,1,38:34.2,38:34.2,1,0,0,1,2,2,1,1,Michel Cohen,1,44:28.6,France,86776,SEO,French,PROFILE_STATE_FULL,9
13238995,1,1,1,1,27:13.0,27:13.0,1,0,488,0,3,2,0.666666667,1,AD Unassigned,0,48:57.6,Mayotte,86776,SEO,English,PROFILE_STATE_FULL,222
14399550,3,1,1,1,07:06.5,07:06.5,0.333333333,0,159,9,2,2,1,1,Pelin YenerSales,1,47:37.9,Turkey,176568,Affiliates,English,PROFILE_STATE_FULL,24
15426469,1,1,1,1,10:07.6,10:07.6,1,0,0,1,2,2,1,1,Nadra Jokhadar,1,30:31.2,United Arab Emirates,fusionpartners_google_search_nonbrand_uae,SEM,Arabic,PROFILE_STATE_FULL,14
14856745,3,1,2,1,43:16.7,43:16.7,0.333333333,0,2,2,13,2,0.153846154,1,Arina Knysh,1,04:46.4,Uzbekistan,112588,Affiliates,Russian,PROFILE_STATE_FULL,0
14664671,1,1,1,1,18:50.5,18:50.5,1,0,2,2,10,9,0.9,1,Vincent Krupkin,1,56:59.1,Canada,28963,Affiliates,Canada,PROFILE_STATE_FULL,10
14906953,2,1,1,1,17:25.1,17:25.1,0.5,0,0,0,3,2,0.666666667,0,Thomas Magen,1,43:59.1,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,234
14038057,3,3,1,1,10:05.0,07:54.8,1,67,220,0,2,2,1,1,Michel Cohen,1,21:49.1,France,86776,SEO,French,PROFILE_STATE_FULL,145
14544041,4,3,1,1,10:59.5,42:36.3,0.75,89,1,6,6,2,0.333333333,1,Alexander Avksentiev,1,37:59.5,Spain,avafx,Default,Spain,PROFILE_STATE_FULL,628
11516826,1,1,1,1,37:34.6,37:34.6,1,0,1026,3,2,2,1,1,Vittorio Astrologo,1,30:53.3,Italy,86776,SEO,Italian,PROFILE_STATE_FULL,248
15053461,16,11,2,1,21:16.3,42:41.6,0.6875,88,0,0,2,2,1,1,Michael Beberashvili,1,09:47.6,Malaysia,raw,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,5078
14848227,4,3,1,1,25:53.0,34:15.9,0.75,20,141,0,3,2,0.666666667,1,AvaFX Customer Service,0,22:10.1,Mongolia,160809,Affiliates,Ext. Mongolia,PROFILE_STATE_FULL,61
15041507,34,21,3,3,18:51.0,07:51.0,0.617647059,110,1,0,16,8,0.5,1,Durshaan Kevin,1,02:52.7,Malaysia,avafx,Default,Ext. Malaysia,PROFILE_STATE_FULL,1753
15230384,1,1,1,1,21:18.6,21:18.6,1,0,5,2,2,2,1,1,Michel Cohen,1,36:51.1,France,86776,SEO,French,PROFILE_STATE_ARCHIVED,5
14592056,2,2,1,1,35:24.3,21:29.9,1,4,1,1,2,2,1,0,Hazem Habeballah,1,04:01.7,Jordan,112064,Affiliates,Arabic,PROFILE_STATE_FULL,724
14597462,3,3,1,1,08:34.6,18:29.2,1,149,37,0,3,2,0.666666667,1,AvaFX Customer Service,0,24:59.3,Malaysia,151176,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,10
15457073,12,5,1,1,07:17.8,12:14.5,0.416666667,42,0,0,2,2,1,1,AvaFX Customer Service,0,17:13.5,Singapore,86776,SEO,English,PROFILE_STATE_FULL,313
14464752,3,1,1,1,39:52.9,39:52.9,0.333333333,0,36,2,4,2,0.5,1,Teddy Orenstein,1,51:13.0,Germany,162430,Affiliates,German,PROFILE_STATE_FULL,63
14729314,2,2,2,2,16:36.0,14:50.0,1,157,8,4,2,2,1,1,Michel Cohen,1,59:33.8,France,86776,SEO,French,PROFILE_STATE_FULL,61
15300296,1,1,1,1,48:56.9,48:56.9,1,0,15,0,4,2,0.5,1,Vittorio Astrologo,1,28:01.3,Italy,equation_it_search_nonbrand,SEM,Italian,PROFILE_STATE_FULL,2
14869394,1,1,1,1,18:43.8,18:43.8,1,0,8,0,2,2,1,1,Dominik Baldowski,1,41:31.6,Poland,171736,SEM,Ext. Poland,PROFILE_STATE_FULL,498
14719096,4,3,4,3,20:09.1,16:00.1,0.75,179,26,2,2,2,1,0,Davide Modigliani,1,56:52.3,Italy,89479,Affiliates,Ext. Milano,PROFILE_STATE_FULL,82
14552319,2,2,1,1,01:56.2,28:18.0,1,1,15,3,11,10,0.909090909,1,Ron Harari,1,35:49.8,Canada,66546,Media Buying,Canada,PROFILE_STATE_FULL,20
12801911,1,1,1,1,59:20.8,59:20.8,1,0,652,0,3,2,0.666666667,1,Ron Harari,1,56:22.6,Botswana,86776b,SEO,English,PROFILE_STATE_FULL,0
14546938,1,1,1,1,00:59.3,00:59.3,1,0,21,3,3,2,0.666666667,1,Ross Dimitrov,1,47:16.3,South Africa,86776,SEO,South Africa,PROFILE_STATE_FULL,28
14719490,1,1,1,1,03:19.2,03:19.2,1,0,1,0,2,2,1,0,AvaFX Customer Service,0,04:46.0,Colombia,62581,Affiliates,Latam,PROFILE_STATE_FULL,157
14665557,6,2,2,2,18:59.5,50:25.9,0.333333333,14,13,12,2,2,1,1,Basheer Shashin,1,14:24.3,Bahrain,177132,Affiliates,Arabic,PROFILE_STATE_FULL,73
14668096,12,5,2,2,22:37.9,38:07.8,0.416666667,70,0,2,4,2,0.5,1,Emil Krastev,1,57:16.2,Albania,defaulttechnical,Default,English,PROFILE_STATE_FULL,74
14212518,1,1,1,1,20:38.5,20:38.5,1,0,273,1,5,3,0.6,1,Hank Kaboub,1,41:26.7,Singapore,86776,SEO,English,PROFILE_STATE_FULL,7
13769479,1,1,1,1,42:47.5,42:47.5,1,0,331,1,3,3,1,1,Emil Krastev,1,48:57.1,South Africa,AVAFX,Default,South Africa,PROFILE_STATE_FULL,136
14651141,1,1,1,1,41:19.2,41:19.2,1,0,2,4,2,2,1,1,AD Unassigned,0,30:51.2,Colombia,avafx,Default,Latam,PROFILE_STATE_FULL,106
15252985,1,1,1,1,37:46.3,37:46.3,1,0,1,1,5,2,0.4,1,Moise Elie Cohen,1,34:40.4,Portugal,fusionpartners_google_pt_search_nonbrand,SEM,Latam,PROFILE_STATE_FULL,0
14619329,1,1,1,1,52:03.4,52:03.4,1,0,0,1,2,2,1,1,Arnold Eligado,1,47:27.5,United Kingdom,169672,Affiliates,United Kingdom,PROFILE_STATE_FULL,26
14576522,7,2,3,2,13:56.7,50:53.9,0.285714286,7,0,2,2,2,1,1,AvaFX Customer Service,0,28:44.7,France,86776,SEO,French,PROFILE_STATE_FULL,26
14484014,1,1,1,1,21:00.5,21:00.5,1,0,233,0,25,2,0.08,1,AD Unassigned,0,42:23.1,Nigeria,86776,SEO,English,PROFILE_STATE_LIMITED,12
15348985,1,1,1,1,21:28.7,21:28.7,1,0,2,1,2,2,1,1,AD Unassigned,0,57:44.6,Jordan,190678,Affiliates,Arabic,PROFILE_STATE_BLACKLIST,30
14989890,1,1,1,1,32:19.1,32:19.1,1,0,7,2,2,2,1,0,AvaFX Customer Service,0,16:03.9,Italy,172791,Affiliates,Italian,PROFILE_STATE_FULL,48
15617947,2,1,1,1,34:17.0,34:17.0,0.5,0,3,2,4,2,0.5,1,Milan Thomas,1,24:25.7,Barbados,189501,Affiliates,English,PROFILE_STATE_FULL,304
14656121,1,1,1,1,07:06.3,07:06.3,1,0,0,0,8,6,0.75,0,Andrew Grant,1,02:33.6,Bermuda,20711a26,Affiliates,English,PROFILE_STATE_FULL,117
15021514,2,2,1,1,53:21.1,47:18.2,1,0,102,1,2,2,1,1,AD Unassigned,0,36:28.5,United Arab Emirates,uac_fusion_gcc_1,SEM,Arabic,PROFILE_STATE_FULL,2
14496578,3,3,2,2,28:30.3,14:44.5,1,57,256,1,2,2,1,1,AD Unassigned,0,52:58.0,South Africa,86776,SEO,South Africa,PROFILE_STATE_FULL,105
15716546,3,3,1,1,08:03.8,23:46.3,1,9,3,1,2,2,1,1,Arina Knysh,1,47:14.6,"Moldova, Republic of",AVAFX,Default,Russian,PROFILE_STATE_FULL,141
14606066,7,2,4,2,11:52.8,29:21.0,0.285714286,27,0,2,8,6,0.75,1,Michel Cohen,1,34:45.2,France,75413,Affiliates,French,PROFILE_STATE_FULL,243
15623158,2,2,1,1,23:43.6,04:30.5,1,1,0,1,2,2,1,1,Hazem Habeballah,1,47:38.8,United Arab Emirates,11311,Affiliates,Arabic,PROFILE_STATE_FULL,22
15169048,2,1,1,1,23:34.7,23:34.7,0.5,0,3,1,4,2,0.5,1,Michel Cohen,1,07:56.7,Switzerland,138834,Affiliates,German,PROFILE_STATE_FULL,3
15167697,1,1,1,1,36:42.8,36:42.8,1,0,0,4,6,2,0.333333333,1,AvaFX Customer Service,0,59:57.1,Guatemala,defaulttechnical,Default,Latam,PROFILE_STATE_FULL,203
15668955,1,1,1,1,24:26.9,24:26.9,1,0,0,0,3,2,0.666666667,0,AvaFX Customer Service,0,44:28.6,Malaysia,188233,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,99
15224213,1,1,1,1,14:11.6,14:11.6,1,0,76,1,2,2,1,0,Davide Modigliani,1,18:12.1,Italy,89479,Affiliates,Ext. Milano,PROFILE_STATE_FULL,3
15669728,1,1,1,1,54:45.9,54:45.9,1,0,20,1,0,0,0,1,AvaFX Customer Service,0,11:44.6,Germany,193486,Default,German,PROFILE_STATE_FULL,9
14844468,8,6,1,1,02:22.3,07:59.1,0.75,12,1,0,2,2,1,1,AvaFX Customer Service,0,49:24.3,Qatar,86776,SEO,Arabic,PROFILE_STATE_FULL,225
15429860,1,1,1,1,59:07.5,59:07.5,1,0,0,9,4,2,0.5,0,Andrew Grant,1,29:54.5,United Kingdom,20711a26,Affiliates,United Kingdom,PROFILE_STATE_FULL,63
14398605,5,3,1,1,58:17.1,53:20.3,0.6,7,130,2,3,2,0.666666667,1,Nadra Jokhadar,1,32:33.2,United Arab Emirates,fusionpartners_google_search_nonbrand_uae,SEM,Arabic,PROFILE_STATE_FULL,252
15732016,1,1,1,1,14:46.9,14:46.9,1,0,0,0,5,2,0.4,1,AvaFX Customer Service,0,08:00.6,Oman,86776,SEO,Arabic,PROFILE_STATE_FULL,0
14657114,10,1,3,1,44:55.9,44:55.9,0.1,0,12,0,4,2,0.5,1,AD Unassigned,0,12:51.4,Spain,86776,SEO,Spain,PROFILE_STATE_FULL,185
14365127,9,5,1,1,33:51.5,38:29.3,0.555555556,61,92,5,2,2,1,1,AD Unassigned,0,34:17.9,South Africa,1619,Affiliates,South Africa,PROFILE_STATE_FULL,114
14858750,3,3,1,1,33:53.2,56:01.0,1,8,5,2,2,2,1,1,AvaFX Customer Service,0,20:05.8,United Arab Emirates,125322,Affiliates,Ext. Abu Dhabi,PROFILE_STATE_FULL,50
15734787,1,1,1,1,28:35.4,28:35.4,1,0,0,0,7,1,0.142857143,1,AvaFX Customer Service,0,21:54.5,United Arab Emirates,bing_uae_search_brand,SEM,Arabic,PROFILE_STATE_LIMITED,0
15626279,4,4,1,1,13:06.0,47:11.7,1,21,0,2,2,2,1,1,Hazem Habeballah,1,40:27.7,United Arab Emirates,165445,Affiliates,Arabic,PROFILE_STATE_FULL,81
15424574,2,1,1,1,29:29.9,29:29.9,0.5,0,0,0,2,1,0.5,0,AvaFX Customer Service,0,00:08.4,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,129
15425970,4,3,1,1,29:14.2,20:11.9,0.75,32,7,1,5,2,0.4,1,AD Unassigned,0,16:58.0,Uzbekistan,avafx,Default,Russian,PROFILE_STATE_FULL,404
14695368,1,1,1,1,25:49.5,25:49.5,1,0,1,0,2,2,1,1,Hank Kaboub,1,34:49.5,United Kingdom,equation_uk_search_brand,SEM,United Kingdom,PROFILE_STATE_FULL,4
14967677,4,3,2,1,56:42.6,34:44.8,0.75,57,52,0,16,11,0.6875,1,Motti Nevifor,1,52:50.7,Israel,avafx,Default,Ext. Atrade,PROFILE_STATE_FULL,110
14683772,2,1,1,1,08:03.6,08:03.6,0.5,0,4,0,3,2,0.666666667,1,AD Unassigned,0,50:02.6,Italy,equation_it_search_nonbrand,SEM,Italian,PROFILE_STATE_FULL,16
14186592,1,1,1,1,46:40.1,46:40.1,1,0,396,1,3,2,0.666666667,1,Ron Harari,1,29:50.5,Cyprus,avafx,Default,English,PROFILE_STATE_FULL,35
14805812,2,1,2,1,49:00.9,49:00.9,0.5,0,10,3,2,2,1,1,Arnold Eligado,1,40:23.2,United Kingdom,avafx,Default,United Kingdom,PROFILE_STATE_FULL,167
14873637,7,6,1,1,25:53.3,31:22.3,0.857142857,145,34,2,2,2,1,1,Ema Hadar,1,45:24.0,Greece,112414,Affiliates,English,PROFILE_STATE_FULL,733
15180608,26,21,4,4,39:02.8,29:26.9,0.807692308,104,9,2,3,2,0.666666667,1,Hazem Habeballah,1,53:39.2,United Arab Emirates,uac_fusion_gcc_1,SEM,Arabic,PROFILE_STATE_FULL,515
15655729,1,1,1,1,32:57.9,32:57.9,1,0,0,0,3,2,0.666666667,1,AD Unassigned,0,06:25.6,South Africa,avafx,Default,South Africa,PROFILE_STATE_FULL,83
13683736,1,1,1,1,44:55.0,44:55.0,1,0,464,6,2,2,1,1,AD Unassigned,0,47:45.0,South Africa,118383,Affiliates,South Africa,PROFILE_STATE_FULL,10
14686389,118,34,4,4,17:05.1,51:21.7,0.288135593,140,2,9,4,3,0.75,1,Atmar Nazam Yasin,1,32:17.5,Iraq,14758,Media Buying,Arabic,PROFILE_STATE_FULL,3168
15747120,7,1,1,1,01:57.2,01:57.2,0.142857143,0,7,1,4,1,0.25,0,Alexandra Marin,1,43:56.0,Guatemala,185407,Affiliates,Latam,PROFILE_STATE_FULL,0
14493786,3,3,1,1,53:26.3,04:59.9,1,27,128,1,14,9,0.642857143,1,AvaFX Customer Service,0,40:30.9,Canada,65216,Media Buying,Canada,PROFILE_STATE_FULL,242
15633877,4,1,2,1,55:24.8,55:24.8,0.25,0,32,0,3,3,1,1,AvaFX Customer Service,0,33:19.6,Malaysia,177243,Affiliates,Ext. Malaysia,PROFILE_STATE_FULL,8
15544535,11,3,3,1,17:12.8,00:53.2,0.272727273,20,34,1,4,2,0.5,1,Ron Harari,1,24:09.6,Trinidad and Tobago,avafx,Default,English,PROFILE_STATE_FULL,303
14681460,5,5,1,1,29:30.7,04:22.1,1,219,0,2,3,3,1,1,Vittorio Astrologo,1,43:57.2,Italy,asa_app,SEM,Italian,PROFILE_STATE_FULL,147
15424488,2,2,1,1,55:21.6,17:56.1,1,1,1,5,4,3,0.75,0,Moshe Benhamu,1,45:27.2,Colombia,75317,Affiliates,Latam,PROFILE_STATE_FULL,512
12993226,61,8,2,1,04:10.8,38:49.6,0.131147541,53,662,0,2,2,1,0,Davide Modigliani,1,00:58.4,Italy,20024,Affiliates,Ext. Milano,PROFILE_STATE_FULL,2535
14630631,1,1,1,1,42:04.1,42:04.1,1,0,2,0,3,3,1,1,Vittorio Astrologo,1,27:51.5,Italy,184055,Affiliates,Italian,PROFILE_STATE_FULL,158
14817161,9,5,1,1,05:52.1,27:17.3,0.555555556,59,8,0,3,2,0.666666667,1,AvaFX Customer Service,0,05:01.9,Germany,equation_de_search_nonbrand,SEM,German,PROFILE_STATE_FULL,1766
14895476,4,4,3,3,29:19.4,52:38.0,1,3,33,4,5,4,0.8,1,Ema Hadar,1,33:52.5,Netherlands,30538,Affiliates,English,PROFILE_STATE_FULL,1662
15620259,3,2,1,1,35:24.3,12:33.7,0.666666667,2,0,2,2,2,1,0,AvaFX Customer Service,0,13:17.8,Singapore,188233,Affiliates,English,PROFILE_STATE_FULL,281
14996985,3,1,2,1,04:24.3,04:24.3,0.333333333,0,32,1,19,3,0.157894737,1,AD Unassigned,0,32:08.1,Tanzania,avafx,Default,English,PROFILE_STATE_FULL,0
14523105,1,1,1,1,58:05.6,58:05.6,1,0,6,3,4,2,0.5,1,Tsvetan Metodiev Petrov,1,10:02.1,South Africa,65216,Media Buying,South Africa,PROFILE_STATE_FULL,40
15366264,2,2,1,1,13:14.6,16:17.1,1,12,0,3,4,2,0.5,1,Ron Harari,1,36:39.4,United Kingdom,AVAFX,Default,United Kingdom,PROFILE_STATE_FULL,7
14613387,1,1,1,1,18:59.7,18:59.7,1,0,0,1,2,2,1,1,Michel Cohen,1,58:48.4,Morocco,112588,Affiliates,French,PROFILE_STATE_FULL,189
14616939,1,1,1,1,58:56.4,58:56.4,1,0,0,0,11,2,0.181818182,0,AD Unassigned,0,40:00.1,Serbia,177757,Affiliates,English,PROFILE_STATE_FULL,91
12274856,1,1,1,1,31:36.5,31:36.5,1,0,856,0,3,2,0.666666667,1,AD Unassigned,0,11:16.7,Benin,avafx,Default,French,PROFILE_STATE_FULL,71
